id,prompts,images
134,නම් ශ්‍ර‍ද්ධාව ඔහු වැනිය.,sinhala_doc_00134.png
135,කුශල ක්‍රියා විෂයෙහි ශ්‍ර‍ද්ධාව ඉදිරිපත් වන කල්හි සම්ප්‍ර‍යුක්ත ධර්මයෝ එයට අනුකූලව තම තමා අයත් ක්‍රියාවෙහි යෙදෙති.,sinhala_doc_00135.png
136,තමාට අනුකූල කරවා ගැනීම් වශයෙන් සම්ප්‍ර‍යුක්ත ධර්මයන් කෙරෙහි අධිපතිකම කරන බැවින් ශ්‍ර‍ද්ධාව ඉන්ද්‍රියයෙකි.,sinhala_doc_00136.png
137,ප්‍ර‍තිපක්ෂ ධර්මයන් විසින් නො සෙල්විය හැකි බැවින් බලයෙකි.,sinhala_doc_00137.png
138,එය කුශලයන් ගන්නා වූ ස්වභාවයෙන් අතක් වැනි ය,sinhala_doc_00138.png
139,සකල සම්පත් ලබා දෙන්නා වූ ස්වභාවයෙන් ධනයක් වැනිය.,sinhala_doc_00139.png
140,නිර්වාණ සංඛ්‍යාත ඵලය ලැබිය හැකි වන ස්වභාවයෙන් බීජයක් වැනිය.,sinhala_doc_00140.png
141,වෙසක් මස පුර තුදුස්වක් විය,sinhala_doc_00141.png
142,එ දින රාත්‍රියෙහි නිද්‍රෝපගත වූ බෝධිසත්ත්ව රාජර්ෂීන් වහන්සේ එළි වීගෙන එන වේලෙහි පහත සඳහන් සීන පස දුටු සේක.,sinhala_doc_00142.png
143,"මහ පොළොව යහනෙක් වී ය, හිමාලය පර්වතය කොට්ටය විය.",sinhala_doc_00143.png
144,"එහි උඩුකුරු වැ නිදන බෝසතාණන්ගේ දකුණත අවර සයුරෙහි ද, වමත පෙර සයුරෙහි ද, පා දකුණු සයුරෙහි ද බැහුණා හ.' මේ උන් වහන්සේ දුටු පළමු සීනය යි.",sinhala_doc_00144.png
145,(මෙය උන් වහන්සේ ලොවුතුරා බුදුවන බවට පෙර නිමිත්ත ය.),sinhala_doc_00145.png
146,දෙවෙන සීනය,sinhala_doc_00146.png
147,'උන් වහන්සේ ගේ නාභියෙන් රතු ඊතන ගසෙක් ඉතා උසට නැගී අහසැ පැතිර සිටියේ ය.' (මේ ස්වප්නය උන් වහන්සේ ආර්ය අෂ්ටාංගික මාර්ගය ප්‍රතිවේධ කොට ලොවට ප්‍රකාශ කරන බවට පෙර නිමිත්ත ය.),sinhala_doc_00147.png
148,'කළු හිස් ඇති සුදු පණුවෝ පා මුලින් නැගී දණ ඉස දක්වා වසා ගත්හ.' (මෙය බොහෝ ගිහියන් උන් වහන්සේ ගේ උපාසකයන් වන බවට පෙර නිමිත්ත ය.),sinhala_doc_00148.png
149,සිවු වන සීනය,sinhala_doc_00149.png
150,'නානා වර්ණ ලිහිණියෝ සිවුදෙනෙක් සතර දෙසින් පියාඹා අවුත් උන් වහන්සේ ගේ පා මුලැ හොත්තෝ වහා සුදු පැහැ වූහ'.,sinhala_doc_00150.png
151,(මෙය සිවු කුලයන් හි ම ජනයා සස්නෙහි පැවිදි වැ පිරිසිදු වැ නිවන් පැමිණෙන බවට පෙර නිමිත්ත ය.),sinhala_doc_00151.png
152,'උන් වහන්සේ මහත් අශූචි පර්වතයක් මතුයෙහි ඒ අශූචි යෙන් නො තැවරී සක්මන් කළ සේක.' (මෙය සිවුපස බොහෝ සේ ලැබෙතත් එහි නො ඇලෙන බවට පෙර නිමිත්ත ය.),sinhala_doc_00152.png
153,අජපල් නුගරුක් කරා යාම,sinhala_doc_00153.png
154,"'මහා පුරුෂයාණන් වහන්සේ මෙකී ස්වප්න පස දැක, තුමූ ම ඒ විසඳා බලා, තමන් 'බුදු වන බව නිසැක' යි දැනැ, පසු දා උදය ම සිරුරු පිළිදැගුම් කොට, ගොස් අජපල් නුග රුක් මුල භික්ෂාචාර වේලාව තෙක් පෙර දිගට මුහුණ ලා වැඩ උන් සේක.",sinhala_doc_00154.png
155,මෙසේ අපරාධ වැඩී ගෙන යන විට මහජනයා ගේ ආරක්ෂාව පිණිස පාලකයකු පත් කැරැ ගැන්ම අවශ්‍ය වි ය.,sinhala_doc_00155.png
156,මිනිස්සු එක්රැස් වැ මහා සභාවක් පැවැත්වූ හ.,sinhala_doc_00156.png
157,පවත්නා තත්ත්වය ගැන සාකච්ඡා කොට සමානච්ඡන්දයෙන් සුදුස්සකු පාලක ධූරයට පත් කරන්නට තීන්දු කැරැ ගත්හ.,sinhala_doc_00157.png
158,"ඔවුන් අතුරෙහි වූ ආරෝහ පරිණාහ සම්පන්න, පෙනුමෙන් ශෝභන වූ එහෙත් තෙදවන් ශුරවීර පුරුෂයකු තෝරා ගෙන ඔහු තමන්ගේ පාලකයා කැරැ ගත්හ.",sinhala_doc_00158.png
159,හැම දෙනා ගේ සම්මතියෙන් පත් කැරැණු බැවින් හේ මහාසම්මත නම් විය.,sinhala_doc_00159.png
160,"දාන, ප්‍රිය වචන, අර්ථචර්යා, සමානාත්මතා යන සතර සංග්‍රහ වස්තුයෙන් ජනරංජනය කරන බැවින් රාජ නම් ද විය.",sinhala_doc_00160.png
161,මේ ලොව ඇති වූ පළමු මහරජු ය.,sinhala_doc_00161.png
162,මෙකී මහාසම්මත රජුහු ඇවෑමෙන් ඔහු පුත් රෝජ නම් කුමර රජ විය.,sinhala_doc_00162.png
163,"ඔහුගේ පරපුරෙහි පිළිවෙළින් වරරෝජ, කල්‍යාණ, වර කල්‍යාණ, උපෝසථ, මන්ධාතු, චර, උපචර, චේතිය, මූචල, මුචලින්ද, සගර, සාගර, භරථ, භගීරථ, රුචි, සුරුචි, ප්‍රතාප, මහාප්‍රතාප, ප්‍රණාද, මහා ප්‍රණාද, සුදර්ශන, මහාසුදර්ශන, නේරු, මහානේරු, අච්චිමන්තු යන රජුහු රජය කැරැවූහ.",sinhala_doc_00163.png
164,"ඔවුන්ගෙන් සමහරු කුශාවතී නුවර ද සමහරු රාජගෘහ නුවර ද, සමහරු මිථිලා නුවර ද, රාජධානිකොට ගෙන ජනතාව පාලනය කළහ.",sinhala_doc_00164.png
165,"අච්චිමන්තු රජු ගේ පරපුරෙහි සමහරු මිථිලා නුවර ද, බොහෝ දෙනෙක් බාරාණසී (බරණැස්) නුවර ද, සමහරු අයෝධ්‍යා ආදි කලින් කලැ නැංවුණ නගර ද රාජධානි කැරැගත්හ.",sinhala_doc_00165.png
166,ජනගහනය වැඩි වත් ම පොළොවේ නොයෙක් අතට විහිද පැතිරී ගිය ජනතාව සමග ම මේ රජ පරපුරේ පාලකයෝ ද වෙන වෙන පෙදෙස් පාලනය කරන රජුන් වශයෙන් බෙදී ගියහ.,sinhala_doc_00166.png
167,අකුසල කර්මවල අසෝභන විපාකත් කුසල කර්ම වල සෝභන විපාකත් මේ කථාවෙන් ද මනාවට පෙන්නුම් කරයි.,sinhala_doc_00167.png
168,"සත්පුරුෂ පින්වතුනි, පෙර ඈත අතීතයේ කාශ්‍යප බුදුන් ගේ පිරිනිවීමෙන් පසු බුදුරජුන් ගේ ඒකඝණ ධාතු නිදන් කොට යොදුනක් උසට චෛත්‍යයක් කරන සමයේදී මහ රහතන් වහන්සේ නමක් චෛත්‍යයට රත්ත්‍රං සම්මාදම් කරමින් එක් රන්කරුවකු ගේ නිවසට වැඩි සේක.",sinhala_doc_00168.png
